itemID|rec_1|rec_2|rec_3|rec_4|rec_5
45068|15992|48461|49607|16457|15351
61261|56839|17479|460|19894|36468
52685|52698|23780|29847|33614|16645
21281|34549|49451|13026|38492|9448
61125|72244|71584|23404|3487|65123
45116|10543|61079|4401|34019|14434
15854|78964|49223|6407|57445|53053
46634|54337|10127|43564|51847|52277
4272|23207|12976|45814|66292|23008
39508|76702|37021|51702|75362|36989
13970|45972|62211|71553|74700|49975
9626|63545|48285|11743|60352|73932
6341|39224|43217|55929|57644|72192
26222|10696|55932|40173|54864|50763
17998|78964|49223|6407|57445|53053
51002|34549|49451|13026|38492|9448
70026|72124|46540|4246|53125|63043
4089|52651|37928|27010|60620|39446
56945|44245|39230|62976|11908|17106
56300|61501|36174|27493|26297|46725
29536|52037|31442|50402|55252|71817
67085|26267|25463|42152|28080|55631
8318|2898|26083|20239|73809|71991
50701|34549|49451|13026|38492|9448
39906|14207|404|11918|11525|64705
20388|68836|2535|45989|58097|18526
48054|24352|10821|69363|6618|19046
28013|15264|50470|4593|58813|40183
72242|54314|38552|10032|25885|62035
69407|57674|38611|16911|39973|22567
67382|42090|36106|21261|28944|28772
48584|6685|22099|31701|5261|58298
38197|23780|29847|33614|16645|71321
3696|15264|50470|4593|58813|40183
22940|8949|54052|41597|43690|20887
66319|13181|62252|39854|60952|45398
37531|78964|49223|6407|57445|53053
47302|75014|25238|51769|14993|50495
64237|57674|38611|16911|39973|22567
60983|37928|27010|60620|39446|51978
687|51018|14597|16305|6970|3016
51599|25936|36913|3546|49410|22131
12519|46673|43134|20698|42152|66930
8268|241|32147|28706|63538|9726
45732|73297|72074|25146|7955|9319
29948|17880|72775|7049|63312|43807
24087|78779|49584|35593|35016|7633
24667|70689|34549|49451|13026|38492
9197|47365|63316|37684|27111|21240
31571|27152|73806|22772|11994|72962
71698|29413|33103|20258|41202|56146
43672|36988|53465|15498|29781|36626
72088|33343|16398|12751|5714|48882
53393|38611|16911|39973|22567|21735
38254|10744|57536|53539|68189|24671
27491|2412|77966|34664|40809|7146
7028|18203|6281|25630|63707|33491
56180|50470|4593|58813|40183|27836
10324|32262|28273|69452|60745|50877
51443|62851|63946|43622|12922|62811
65088|193|60191|44631|75482|69883
45487|66759|28626|49131|42271|35188
7201|60191|44631|75482|69883|71646
3031|59446|31484|40074|30492|71256
52727|43217|55929|57644|72192|37852
66360|52651|37928|27010|60620|39446
70707|50704|45981|19227|36595|40544
60250|12030|50156|40118|42604|70481
70223|69640|42543|2414|21045|25266
12103|31691|39838|62594|30718|33298
29580|78964|49223|6407|57445|53053
3472|61666|11572|21733|61567|4679
66315|70796|38099|45467|77463|71899
58455|62954|6685|22099|31701|5261
9424|57674|38611|16911|39973|22567
56705|39750|60786|67355|40432|10936
54338|66968|18203|6281|25630|63707
70923|43217|55929|57644|72192|37852
41422|44245|39230|62976|11908|17106
23087|59311|61311|30836|32337|57962
60594|63460|51980|10305|46343|2734
59102|39750|60786|67355|40432|10936
70997|45788|17880|72775|7049|63312
15861|52651|37928|27010|60620|39446
8542|57594|7960|39791|74828|45583
38964|17880|72775|7049|63312|43807
8208|1495|2707|26255|31711|49747
1954|12719|14998|3970|77797|56665
4822|16305|19369|44533|15381|48763
26113|51097|40224|12940|68068|57343
12970|45788|17880|72775|7049|63312
9891|49223|6407|57445|53053|60804
65669|59311|61311|30836|32337|57962
26379|62605|78487|26276|66496|8579
30725|57674|38611|16911|39973|22567
55501|57674|38611|16911|39973|22567
49738|34549|49451|13026|38492|9448
77676|5300|68574|59332|46377|34798
16801|15264|50470|4593|58813|40183
61475|12034|31050|51204|41558|56422
51600|13237|71540|67291|68377|64060
33303|20483|25388|283|46801|15554
39498|34549|49451|13026|38492|9448
46052|53856|57634|61916|32508|7659
72969|73750|414|18324|32900|10502
14895|34549|49451|13026|38492|9448
69233|19488|24782|17783|42460|42374
19801|61079|4401|34019|14434|45969
65557|68541|76833|18259|41975|5553
78480|36058|2160|9281|31242|10197
20547|64315|65373|4007|63764|3007
47002|15264|50470|4593|58813|40183
41580|34549|49451|13026|38492|9448
23706|34549|49451|13026|38492|9448
8498|2121|42334|44420|2518|38034
53475|61311|30836|32337|57962|38052
2074|6685|22099|31701|5261|58298
75295|241|32147|28706|63538|9726
39076|6475|1374|22372|58341|1521
59879|17880|72775|7049|63312|43807
51540|57674|38611|16911|39973|22567
40362|39750|60786|67355|40432|10936
73789|10543|61079|4401|34019|14434
76368|6685|22099|31701|5261|58298
22313|59311|61311|30836|32337|57962
11550|49451|13026|38492|9448|9631
73200|42090|36106|21261|28944|28772
21536|57674|38611|16911|39973|22567
56475|30477|29023|38431|12859|51064
27237|241|32147|28706|63538|9726
59970|78964|49223|6407|57445|53053
66324|37790|73187|37993|7897|1466
56170|69265|42090|36106|21261|28944
61750|39750|60786|67355|40432|10936
78486|33343|16398|12751|5714|48882
22231|1856|2696|76212|58228|70993
56175|26992|31481|70649|76648|21849
36526|32037|6285|45719|28687|74182
72777|47196|40088|25462|16414|50860
51818|3123|13135|36364|72351|64865
78303|7146|26798|40664|2837|34314
54090|11015|20785|76214|77089|67304
58865|45102|15025|18276|10709|64034
28493|59311|61311|30836|32337|57962
39201|59311|61311|30836|32337|57962
3523|34549|49451|13026|38492|9448
26764|14134|63163|26854|63176|63739
10587|33343|12751|5714|48882|19104
27590|71854|77763|78292|75957|51830
14640|25937|6934|159|18968|51755
30239|59311|61311|30836|32337|57962
25987|61079|4401|34019|14434|45969
50899|61079|4401|34019|14434|45969
38664|64564|32956|4675|63508|44553
64339|45788|17880|72775|7049|63312
36157|53108|537|58223|39641|55714
67219|72507|78669|13118|68298|6144
26971|49451|13026|38492|9448|9631
59750|6092|21390|59397|942|27196
14318|75583|48559|42798|24231|25354
35892|33343|16398|12751|5714|48882
23226|39224|43217|55929|57644|72192
78680|39181|25937|6934|159|18968
60056|37928|27010|60620|39446|51978
68759|34549|49451|13026|38492|9448
61909|78964|49223|6407|57445|53053
62464|42880|41974|18529|75829|48885
39864|45788|17880|72775|7049|63312
4120|34549|49451|13026|38492|9448
71863|45788|17880|72775|7049|63312
67953|73835|6179|54130|22167|22270
14782|6131|56300|75074|63373|55437
55221|72124|46540|4246|53125|63043
13755|34549|49451|13026|38492|9448
66040|34549|49451|13026|38492|9448
22353|33343|16398|12751|5714|48882
11485|45114|35982|72482|53525|55411
10789|61079|4401|34019|14434|45969
63891|6685|22099|31701|5261|58298
49179|241|32147|28706|63538|9726
817|46676|56905|30483|72183|11572
25157|28244|8159|45773|5249|22233
41090|10543|61079|4401|34019|14434
77200|5405|62839|537|64219|54329
66568|32037|6285|45719|28687|74182
45173|49451|13026|38492|9448|9631
20399|13442|52528|8769|71084|4626
76916|10548|57799|21648|71472|36301
63103|45788|17880|72775|7049|63312
64517|78964|49223|6407|57445|53053
47988|58078|39750|60786|67355|40432
44662|34549|49451|13026|38492|9448
76645|73438|60143|22338|72124|46540
62115|49451|13026|38492|9448|9631
62234|2696|76212|58228|70993|15054
36826|9650|15266|51796|49126|47099
29916|25937|6934|159|18968|51755
8728|1895|37790|73187|37993|7897
30372|39750|60786|67355|40432|10936
17138|29932|58641|74007|25513|25388
40812|22974|58412|72281|38040|31842
28381|15264|50470|4593|58813|40183
37563|78964|49223|6407|57445|53053
42158|37928|27010|60620|39446|51978
36959|21400|75576|25206|74253|36501
30622|34549|49451|13026|38492|9448
56782|1910|64525|47221|69073|45599
44214|59311|61311|30836|32337|57962
50648|64315|65373|4007|63764|3007
37731|26884|19176|37485|66425|9199
22963|57674|38611|16911|39973|22567
24740|57674|38611|16911|39973|22567
2706|28699|46120|2059|53889|48263
58358|7140|47218|22809|43451|37878
9569|28273|69452|60745|50877|29366
50163|33343|16398|12751|5714|48882
5357|39522|68033|76900|22949|20691
23570|59535|21357|15404|9024|49975
78384|49223|6407|57445|53053|60804
68157|37635|51830|75957|4862|30740
44964|34549|49451|13026|38492|9448
12971|59446|31484|40074|30492|71256
41078|45788|17880|72775|7049|63312
